0.147569, 0.148145,
-0.068975, -0.076325,
0.147770, 0.148142,
-0.070593, -0.077689,
0.147924, 0.148105,
-0.072030, -0.079118,
0.148037, 0.148037,
-0.073589, -0.080428,
-0.072077, -0.078927,
0.148043, 0.148048,
-0.073553, -0.080274,
0.148116, 0.147957,
-0.075121, -0.081551,
-0.073652, -0.080008,
-0.072170, -0.078490,
-0.070842, -0.076996,
-0.069392, -0.075543,
0.147828, 0.148148,
-0.071014, -0.076935,
0.147969, 0.148131,
0.148124, 0.147986,
-0.075345, -0.081186,
-0.073869, -0.079662,
-0.072474, -0.078127,
-0.071075, -0.076633,
-0.069712, -0.075156,
0.147854, 0.148147,
0.148075, 0.148092,
0.148148, 0.147892,
0.148071, 0.147556,
-0.079905, -0.085089,
0.147989, 0.147365,
0.147709, 0.146832,
0.147281, 0.146187,
0.146718, 0.145431,
0.146066, 0.144539,
-0.092312, -0.097105,
-0.090627, -0.095366,
-0.089001, -0.093606,
0.146621, 0.145387,
0.145939, 0.144500,
0.145133, 0.143522,
-0.095420, -0.099771,
0.144822, 0.143203,
-0.096381, -0.100514,
0.144501, 0.142888,
0.143538, 0.141757,
-0.099746, -0.103772,
0.143214, 0.141435,
0.142117, 0.140227,
0.140933, 0.138965,
0.139712, 0.137611,
-0.107730, -0.111177,
0.139385, 0.137364,
0.138095, 0.135946,
-0.110475, -0.113692,
0.137794, 0.135728,
0.136404, 0.134300,
0.135013, 0.132818,
0.133537, 0.131336,
-0.116989, -0.119818,
0.133381, 0.131135,
0.131863, 0.129692,
-0.119104, -0.121727,
0.131733, 0.129536,
-0.119324, -0.121795,
0.131553, 0.129446,
0.130057, 0.127919,
0.128540, 0.126383,
-0.122944, -0.125139,
0.128447, 0.126362,
-0.123004, -0.125241,
0.128378, 0.126307,
0.126848, 0.124771,
0.125344, 0.123176,
0.123778, 0.121655,
0.122241, 0.120175,
-0.129048, -0.130729,
0.122296, 0.120312,
0.120768, 0.118787,
0.119221, 0.117295,
0.117746, 0.115788,
0.116263, 0.114357,
-0.133759, -0.135140,
0.116449, 0.114603,
0.114994, 0.113089,
0.113524, 0.111690,
-0.135653, -0.136871,
0.113787, 0.111990,
0.112335, 0.110532,
0.110905, 0.109176,
0.109517, 0.107770,
-0.138174, -0.139124,
0.109837, 0.108181,
0.108457, 0.106830,
0.107112, 0.105468,
0.105759, 0.104175,
0.104439, 0.102844,
-0.140873, -0.141610,
-0.140016, -0.140782,
